"","ID","birth_date","sex","ID_father","ID_mother","mother","father","date_prev_birth","HH_ID","hh_position"
"43",39314,1923-08-09,2,NA,NA,0,0,NA,153234,2
"44",40430,1923-12-10,2,NA,NA,1,0,NA,97625,3
"45",41775,1924-04-18,1,NA,NA,0,0,NA,415707,3
"46",41911,1924-05-30,2,NA,NA,0,0,NA,258906,2
"47",42160,1924-05-21,2,NA,NA,0,0,NA,191719,2
"48",44206,1924-12-21,1,NA,NA,0,0,NA,322961,3
"49",46283,1925-06-25,1,NA,NA,0,0,NA,344782,3
"50",46442,1925-06-12,2,NA,NA,0,0,NA,8240,2
"51",46529,1925-06-25,2,NA,NA,0,0,NA,322961,3
"52",46725,1925-07-31,2,NA,NA,0,0,NA,52915,3
"53",46991,1925-08-26,2,NA,NA,0,0,NA,318670,2
"54",48216,1925-11-15,2,NA,NA,0,0,NA,193261,2
"55",48309,1925-12-11,2,NA,NA,0,0,NA,183465,2
"56",49758,1926-04-21,2,NA,NA,0,0,NA,381509,2
"57",49974,1926-05-01,1,NA,NA,0,0,NA,249985,3
"58",50348,1926-06-25,2,NA,NA,0,0,NA,415707,3
"59",50498,1926-06-23,2,NA,NA,0,0,NA,419833,2
"60",50566,1926-06-08,2,NA,NA,0,0,NA,39242,2
"61",50838,1926-07-28,2,NA,NA,0,0,NA,7192,2
"62",52661,1926-12-16,1,NA,NA,0,0,NA,77665,3
"63",52789,1927-01-26,1,NA,NA,0,1,NA,439651,4
"64",53255,1927-02-15,2,NA,NA,0,0,NA,19617,2
"65",54287,1927-05-26,2,NA,NA,0,0,NA,77665,3
"66",57526,1928-02-14,1,NA,NA,0,0,NA,185701,3
"67",57915,1928-03-16,2,NA,NA,0,0,NA,46288,2
"68",61177,1928-12-30,1,NA,NA,0,0,NA,380804,3
"69",61347,1928-12-23,1,NA,NA,0,1,NA,111411,3
"70",61480,1929-01-06,1,NA,NA,0,0,NA,234986,2
"71",62774,1929-04-14,2,NA,NA,0,0,NA,363098,2
"72",62899,1929-05-17,1,NA,NA,0,0,NA,24047,3
"73",63425,1929-06-19,2,NA,NA,0,0,NA,249985,3
"74",63738,1929-07-19,1,NA,NA,0,0,NA,8673,3
"75",64755,1929-09-17,2,NA,NA,1,0,NA,161807,3
"76",67062,1930-03-15,1,NA,NA,0,0,NA,11246,3
"77",69371,1930-09-11,2,NA,NA,0,0,NA,377492,2
"78",69691,1930-10-21,1,NA,NA,0,0,NA,125480,3
"79",69713,1930-10-29,2,NA,NA,0,0,NA,23543,3
"80",71367,1931-02-20,2,NA,NA,0,0,NA,353224,2
"81",71470,1931-02-10,2,NA,NA,0,0,NA,83766,2
"82",71723,1931-03-19,2,NA,NA,0,0,NA,212456,3
"83",72227,1931-04-14,2,NA,NA,0,0,NA,21943,2
"84",72540,1931-05-06,2,NA,NA,0,0,NA,278161,2
"85",73237,1931-06-13,2,NA,NA,0,0,NA,24047,3
"86",73247,1931-06-30,1,NA,NA,0,1,NA,161807,3
"87",73349,1931-07-19,2,NA,NA,0,0,NA,11246,3
"88",74368,1931-09-24,2,NA,NA,0,0,NA,184814,2
"89",74835,1931-10-08,1,NA,NA,0,0,NA,112508,3
"90",75205,1931-11-06,1,NA,NA,0,0,NA,340673,3
"91",75354,1931-12-22,1,NA,NA,0,1,NA,114320,4
"92",76292,1932-02-12,1,NA,NA,0,0,NA,141213,3
"93",76332,1932-02-19,1,NA,NA,0,0,NA,50126,3
"94",77862,1932-05-29,2,NA,NA,0,0,NA,112508,3
"95",78615,1932-07-13,1,NA,NA,0,1,NA,19178,3
"96",79426,1932-09-09,1,NA,NA,0,0,NA,23543,3
"97",80194,1932-12-02,2,NA,NA,0,0,NA,141213,3
"98",81046,1933-01-04,1,NA,NA,0,0,NA,342257,3
"99",84274,1933-10-22,1,NA,NA,0,0,NA,189853,3
"100",86339,1934-03-13,1,NA,NA,0,0,NA,212456,3
"101",87274,1934-06-25,2,NA,NA,0,0,NA,125480,3
"102",87426,1934-06-25,1,NA,NA,0,1,NA,147795,3
"103",87783,1934-07-13,1,NA,NA,0,0,NA,269584,3
"104",89886,1935-12-26,1,NA,NA,0,0,NA,436247,3
"105",90069,1935-01-18,1,NA,NA,0,0,NA,177647,3
"106",90584,1935-02-20,1,NA,NA,0,0,NA,64596,2
"107",90994,1935-03-23,2,NA,NA,1,0,NA,19178,3
"108",92199,1935-06-18,1,NA,NA,0,0,NA,436511,2
"109",92221,1935-06-20,2,NA,NA,0,0,NA,380804,3
"110",94059,1935-11-15,2,NA,NA,0,0,NA,342257,3
"111",94427,1935-12-16,2,NA,NA,0,0,NA,269584,3
"112",94660,1936-02-07,1,NA,NA,0,1,NA,33715,5
"113",96550,1936-05-12,2,NA,NA,0,0,NA,344782,3
"114",97798,1936-09-07,2,NA,NA,0,0,NA,340673,3
"115",98508,1936-11-18,2,NA,NA,0,0,NA,92505,2
"116",98810,1936-12-13,1,NA,NA,0,0,NA,326662,3
"117",98934,1936-12-14,2,NA,NA,0,0,NA,408500,2
"118",99171,1937-11-28,1,NA,NA,0,1,NA,14836,3
"119",100665,1937-04-22,1,NA,NA,0,1,NA,60571,3
"120",101334,1937-06-26,2,NA,NA,0,0,NA,128414,2
"121",101885,1937-07-26,2,NA,NA,0,0,NA,50126,3
"122",102583,1937-09-26,2,NA,NA,1,0,NA,147795,3
"123",103969,1938-08-17,1,NA,NA,0,1,NA,285055,3
"124",104494,1938-02-06,2,NA,NA,1,0,NA,60571,3
"125",106899,1938-08-23,2,NA,NA,0,0,NA,436247,3
"126",107210,1938-08-01,2,NA,NA,0,0,NA,177647,3
"127",107694,1938-10-02,2,NA,NA,0,0,NA,189853,3
"128",108689,1938-12-18,2,NA,NA,0,0,NA,220977,2
"129",109232,1939-01-28,2,NA,NA,0,0,NA,185701,3
"130",111402,1939-07-23,2,NA,NA,0,0,NA,8673,3
"131",111786,1939-08-09,1,NA,NA,0,1,NA,361287,3
"132",112804,1939-11-03,1,NA,NA,0,0,NA,50598,3
"133",113861,1940-01-27,1,NA,NA,0,1,NA,107421,3
"134",114917,1940-04-19,1,NA,NA,0,0,NA,341914,3
"135",117685,1940-12-24,2,NA,NA,1,0,NA,308528,4
"136",117896,1941-09-26,2,NA,NA,1,0,NA,33715,5
"137",118193,1941-01-25,1,NA,NA,0,0,NA,269486,2
"138",118344,1941-02-02,2,NA,NA,1,0,NA,107421,3
"139",119235,1941-05-08,1,NA,NA,0,0,NA,330266,3
"140",120955,1941-10-17,1,NA,NA,0,1,NA,31164,3
"141",121409,1941-11-27,1,NA,NA,0,0,NA,242108,2
"142",122848,1942-03-26,1,NA,NA,0,1,NA,198028,3
"143",122990,1942-03-13,2,NA,NA,0,0,NA,323634,2
"144",125353,1942-10-16,1,NA,NA,0,0,NA,60423,3
"145",125356,1942-10-16,2,NA,NA,0,0,NA,311981,2
"146",125915,1942-12-01,2,NA,NA,0,0,NA,330266,3
"147",126159,1942-12-26,1,NA,NA,0,0,NA,139636,2
"148",128465,1943-06-16,2,NA,NA,0,0,NA,50598,3
"149",129772,1943-09-12,1,NA,NA,0,0,NA,327691,3
"150",130051,1943-10-01,1,NA,NA,0,0,NA,433287,2
"151",130174,1943-10-21,1,NA,NA,0,0,NA,373076,3
"152",130308,1943-11-17,1,NA,NA,0,1,NA,417679,3
"153",133098,1944-05-25,2,NA,NA,0,0,NA,326662,3
"154",133337,1944-05-01,2,NA,NA,0,0,NA,341914,3
"155",134250,1944-07-26,2,NA,NA,1,0,NA,239549,4
"156",136036,1944-11-06,2,NA,NA,1,0,NA,111411,3
"157",136644,1945-01-12,1,NA,NA,0,1,NA,140712,3
"158",136771,1945-01-29,1,NA,NA,0,0,NA,82381,2
"159",137579,1945-03-07,2,NA,NA,1,0,NA,31164,3
"160",139102,1945-06-11,2,NA,NA,1,0,NA,198028,3
"161",141878,1946-01-08,1,NA,NA,0,0,NA,22596,3
"162",143512,1946-04-07,2,NA,NA,1,0,NA,325897,4
"163",143648,1946-05-14,1,NA,NA,0,0,NA,10523,3
"164",143774,1946-05-09,2,NA,NA,1,0,NA,87839,4
"165",143959,1946-05-31,2,NA,NA,1,0,NA,205191,3
"166",144289,1946-06-21,1,NA,NA,0,0,NA,280879,3
"167",144395,1946-06-13,1,NA,NA,0,1,NA,205191,3
"168",145494,1946-08-26,2,NA,NA,0,0,NA,10523,3
"169",146508,1946-11-09,1,NA,NA,0,0,NA,422422,2
"170",147152,1946-12-06,2,NA,NA,0,0,NA,235350,2
"171",147320,1946-12-12,1,NA,NA,0,0,NA,214031,3
"172",147591,1947-01-11,1,NA,NA,0,0,NA,167170,3
"173",147910,1947-01-22,2,NA,NA,0,0,NA,280879,3
"174",148190,1947-02-11,2,NA,NA,1,0,NA,390975,3
"175",148896,1947-04-08,1,NA,NA,0,1,NA,390975,3
"176",151078,1947-08-15,2,NA,NA,0,0,NA,327691,3
"177",151227,1947-08-21,1,NA,NA,0,0,NA,435355,6
"178",152125,1947-10-31,1,NA,NA,0,0,NA,33405,2
"179",152390,1947-11-11,2,NA,NA,0,0,NA,22596,3
"180",153102,1948-01-25,2,NA,NA,1,0,NA,14836,3
"181",155462,1948-06-18,2,NA,NA,1,0,NA,12396,3
"182",155697,1948-06-21,1,28428,40430,0,0,NA,97625,1
"183",158113,1948-12-19,2,NA,NA,0,0,NA,108752,3
"184",158385,1949-08-16,2,NA,NA,1,0,NA,285055,3
"185",160488,1949-05-23,2,NA,NA,0,0,NA,267946,2
"186",160521,1949-05-08,1,NA,NA,0,1,NA,12396,3
"187",161293,1949-07-30,2,NA,NA,0,0,NA,60423,3
"188",162884,1949-11-18,1,NA,NA,0,1,NA,113045,3
"189",163055,1949-11-13,2,NA,NA,0,0,NA,167170,3
"190",163245,1949-11-27,1,NA,NA,0,1,NA,168261,3
"191",165270,1950-04-07,1,NA,NA,0,0,NA,38315,3
"192",166850,1950-07-15,1,NA,NA,0,0,NA,82718,2
"193",167487,1950-09-10,2,NA,NA,0,0,NA,49275,3
"194",167847,1950-10-14,2,NA,NA,0,0,NA,38315,3
"195",170420,1951-03-03,1,NA,NA,0,0,NA,49275,3
"196",170770,1951-04-03,1,NA,23093,0,0,NA,315483,1
"197",171960,1951-07-28,1,NA,NA,0,0,NA,183082,2
"198",172180,1951-07-04,2,NA,NA,1,0,NA,330313,4
"199",172865,1951-09-05,1,NA,NA,0,0,NA,190549,3
"200",173874,1951-11-26,1,NA,NA,0,0,NA,108752,3
"201",174001,1951-12-04,2,NA,NA,0,0,NA,230182,2
"202",178956,1952-10-12,2,NA,NA,1,0,1989-06-30,113045,3
"203",179068,1952-10-18,2,NA,NA,1,0,1991-06-30,120116,3
"204",180417,1953-01-23,2,NA,NA,1,0,1986-06-30,140712,3
"205",185021,1953-10-09,2,NA,NA,1,0,1983-06-30,417679,3
"206",185053,1953-10-08,1,NA,NA,0,1,NA,441059,3
"207",186835,1954-02-16,2,NA,NA,1,0,1987-06-30,89079,4
"208",187558,1954-04-20,1,NA,NA,0,1,NA,120116,3
"209",188056,1954-05-23,1,NA,NA,0,0,NA,318575,2
"210",190245,1954-09-24,2,NA,NA,0,0,1973-06-30,214031,3
"211",192525,1955-01-20,1,NA,NA,0,0,NA,378831,2
"212",194215,1955-05-26,1,NA,NA,0,0,NA,367871,2
"213",195777,1955-08-29,1,NA,NA,0,0,NA,121695,2
"214",197661,1955-12-16,1,NA,NA,0,0,NA,378108,2
"215",198072,1956-09-28,1,NA,NA,0,1,NA,278091,3
"216",198200,1956-01-27,2,NA,NA,0,0,1976-06-30,122848,2
"217",198761,1956-02-08,1,NA,NA,0,0,NA,198779,2
"218",198978,1956-02-07,1,NA,23093,0,0,NA,315483,1
"219",199323,1956-03-09,1,NA,NA,0,1,NA,322232,3
"220",201597,1956-07-13,2,NA,NA,1,0,1987-06-30,441059,3
"221",202406,1956-09-06,2,NA,NA,0,0,1980-06-30,258622,2
"222",203974,1957-05-11,1,NA,NA,0,1,NA,434471,3
"223",206483,1957-05-13,1,NA,NA,0,0,NA,50347,2
"224",206605,1957-05-11,2,NA,NA,0,0,NA,416645,2
"225",207868,1957-08-03,2,NA,NA,0,0,1975-06-30,431949,2
"226",208016,1957-08-22,2,NA,NA,0,0,1978-06-30,405700,3
"227",208864,1957-10-17,1,78615,90994,0,0,NA,19178,1
"228",211543,1958-03-26,1,NA,NA,0,1,NA,255311,3
"229",211632,1958-03-04,2,NA,NA,0,0,NA,114904,2
"230",211817,1958-04-20,2,NA,NA,1,0,1976-06-30,322232,3
"231",211900,1958-04-03,2,NA,NA,1,0,1987-06-30,182903,4
"232",212520,1958-05-30,2,NA,NA,1,0,1980-06-30,368383,4
"233",213713,1958-08-28,1,NA,NA,0,0,NA,405700,3
"234",214963,1958-10-22,2,NA,NA,1,0,1981-06-30,361287,3
"235",215343,1958-11-14,1,NA,NA,0,0,NA,345942,2
"236",216640,1959-01-22,2,NA,NA,1,0,1997-06-30,289022,3
"237",217063,1959-02-01,2,NA,NA,0,0,NA,240697,2
"238",217393,1959-03-18,1,NA,NA,0,1,NA,340152,3
"239",218726,1959-05-18,2,52789,NA,0,0,NA,439651,1
"240",219640,1959-07-22,2,NA,NA,0,0,NA,373076,3
"241",220054,1959-08-10,1,75354,NA,0,0,NA,114320,1
"242",220156,1959-08-17,1,NA,NA,0,0,NA,31626,2
"243",220719,1959-09-01,1,NA,NA,0,0,NA,272580,2
"244",221366,1959-10-05,2,NA,NA,0,0,NA,284661,2
"245",223776,1960-03-20,2,NA,NA,1,0,1991-06-30,255311,3
"246",225298,1960-06-20,2,NA,NA,1,0,1983-06-30,340152,3
"247",225385,1960-06-17,1,NA,NA,0,1,NA,303700,3
"248",226691,1960-09-05,1,NA,NA,0,0,NA,440733,2
"249",227050,1960-09-11,2,NA,NA,1,0,1985-06-30,168261,3
"250",227184,1960-10-28,2,NA,NA,1,0,1988-06-30,337772,3
"251",229629,1961-02-13,1,75354,NA,0,0,NA,114320,1
"252",229842,1961-03-08,1,NA,NA,0,1,NA,337772,3
"253",231035,1961-05-02,1,NA,NA,0,0,NA,268141,2
"254",232538,1961-08-27,1,NA,NA,0,1,NA,157053,3
"255",232544,1961-08-11,2,NA,NA,0,0,1986-06-30,70857,2
"256",233918,1961-11-30,2,NA,NA,0,0,NA,39663,2
"257",234005,1961-11-22,1,NA,NA,0,0,NA,48696,2
"258",234330,1961-12-22,1,NA,NA,0,0,NA,377484,3
"259",234410,1961-12-27,1,NA,NA,0,0,NA,239115,3
"260",234667,1961-12-17,2,73247,64755,0,0,NA,161807,1
"261",235857,1962-02-11,1,NA,NA,0,0,NA,148321,2
"262",236047,1962-03-27,1,NA,NA,0,1,NA,289022,3
"263",236410,1962-03-18,1,94660,117896,0,1,NA,33715,3
"264",237337,1962-05-08,1,NA,NA,0,1,NA,174324,3
"265",238930,1962-08-28,1,NA,NA,0,0,NA,48165,2
"266",239516,1962-09-12,2,NA,NA,1,0,1993-06-30,157053,3
"267",241565,1963-01-06,1,NA,NA,0,1,NA,242446,3
"268",241705,1963-01-20,1,NA,NA,0,1,NA,314692,3
"269",241727,1963-01-08,1,31531,29064,0,0,NA,304336,1
"270",243603,1963-05-07,1,NA,NA,0,0,NA,435355,6
"271",245590,1963-09-15,1,NA,NA,0,0,NA,11339,2
"272",247793,1964-01-31,2,NA,NA,0,0,NA,239115,3
"273",250669,1964-06-20,1,NA,NA,0,0,NA,175598,2
"274",251009,1964-06-13,2,NA,NA,1,0,1991-06-30,342774,4
"275",255852,1965-03-10,1,NA,NA,0,1,NA,313539,3
"276",255873,1965-03-29,1,NA,NA,0,1,NA,291713,3
"277",258156,1965-07-11,2,NA,NA,0,0,1989-06-30,190549,3
"278",258626,1965-08-13,1,NA,NA,0,0,NA,93245,2
"279",259213,1965-09-23,2,NA,NA,1,0,1995-06-30,193945,4
"280",259648,1965-10-13,2,NA,NA,0,0,NA,328286,2
"281",259695,1965-10-26,1,NA,NA,0,1,NA,49969,3
"282",260807,1966-11-12,2,NA,NA,1,0,1998-06-30,278091,3
"283",262192,1966-03-22,2,87426,102583,0,0,NA,147795,1
"284",263422,1966-05-12,2,NA,NA,0,0,NA,377484,3
"285",264824,1966-08-30,2,NA,NA,1,0,1999-06-30,33715,3
"286",265805,1966-10-07,2,NA,NA,1,0,1997-06-30,314692,3
"287",267361,1967-01-25,2,NA,NA,1,0,1991-06-30,222457,4
"288",267718,1967-01-31,2,NA,NA,1,0,1993-06-30,174324,3
"289",268452,1967-03-04,1,NA,NA,0,0,NA,413259,3
"290",268696,1967-03-17,2,NA,NA,1,0,1994-06-30,242446,3
"291",268740,1967-03-11,2,NA,NA,0,0,NA,428907,2
"292",272435,1967-10-03,1,NA,NA,0,0,NA,254961,2
"293",274911,1968-03-27,2,NA,NA,1,0,1998-06-30,103251,3
"294",274918,1968-03-27,1,100665,104494,0,0,NA,60571,1
"295",275306,1968-04-15,1,113861,118344,0,0,NA,107421,1
"296",275444,1968-04-20,1,NA,NA,0,1,NA,103251,3
"297",277135,1968-07-22,1,NA,NA,0,0,NA,242506,2
"298",278464,1968-09-17,2,NA,NA,0,0,NA,222311,3
"299",281726,1969-04-24,1,NA,NA,0,0,NA,105209,2
"300",282163,1969-04-17,1,103969,158385,0,0,NA,285055,1
"301",283476,1969-07-20,2,NA,NA,0,0,NA,424082,2
"302",284010,1969-08-26,1,NA,NA,0,1,NA,217766,3
"303",284813,1969-09-17,1,NA,NA,0,1,NA,65978,3
"304",287479,1970-02-05,2,NA,NA,1,0,1999-06-30,217766,3
"305",288015,1970-03-04,1,NA,NA,0,0,NA,240063,3
"306",288106,1970-03-03,1,NA,NA,0,1,NA,73024,3
"307",289373,1970-05-10,2,NA,NA,0,0,NA,91588,3
"308",289525,1970-05-20,2,NA,NA,1,0,1991-06-30,199343,4
"309",289795,1970-06-28,2,NA,NA,1,0,1999-06-30,132843,4
"310",290782,1970-08-08,1,NA,NA,0,0,NA,30295,2
"311",290938,1970-08-12,1,103969,158385,0,0,NA,285055,1
"312",291228,1970-08-13,2,120955,137579,0,0,NA,31164,1
"313",292001,1970-10-23,1,NA,NA,0,0,NA,222311,3
"314",292043,1970-10-30,1,NA,NA,0,0,NA,131046,2
"315",292256,1970-10-08,1,NA,NA,0,1,NA,242219,3
"316",295721,1971-04-15,1,NA,NA,0,1,NA,175519,3
"317",296439,1971-05-21,1,NA,NA,0,0,NA,401689,2
"318",296827,1971-06-03,1,NA,NA,0,0,NA,404811,2
"319",297133,1971-07-02,2,NA,NA,0,0,NA,204268,2
"320",297210,1971-07-22,2,NA,NA,1,0,2001-11-01,175519,3
"321",298265,1971-09-25,2,NA,NA,0,0,NA,161895,2
"322",299791,1971-12-28,2,NA,NA,1,0,1995-06-30,168033,4
"323",301336,1972-02-05,1,NA,NA,0,0,NA,224847,2
"324",302978,1972-05-15,2,NA,NA,0,0,NA,413259,3
"325",303267,1972-06-28,1,NA,NA,0,1,NA,52328,3
"326",303916,1972-07-09,1,NA,NA,0,0,NA,91588,3
"327",304204,1972-07-04,2,NA,NA,1,0,1998-06-30,242219,3
"328",304670,1972-08-17,1,NA,117685,0,0,NA,308528,1
"329",305216,1972-09-19,2,NA,143512,0,0,NA,325897,1
"330",306335,1972-11-03,1,NA,NA,0,0,NA,92992,2
"331",306443,1972-12-12,1,NA,NA,0,0,NA,118875,2
"332",306751,1972-12-13,1,NA,NA,0,0,NA,13079,2
"333",307890,1973-02-17,1,NA,NA,0,0,NA,243350,2
"334",308275,1973-03-08,2,NA,NA,0,0,NA,107794,2
"335",308567,1973-03-22,2,NA,NA,1,0,1996-06-30,303700,3
"336",310276,1973-07-25,1,NA,NA,0,1,NA,324152,3
"337",310601,1973-07-26,2,NA,NA,0,0,NA,420885,2
"338",310644,1973-07-30,2,NA,NA,0,0,1997-06-30,107421,5
"339",311247,1973-08-11,1,103969,158385,0,0,NA,285055,1
"340",311799,1973-09-22,1,113861,118344,0,0,NA,107421,1
"341",311927,1973-10-29,1,144395,143959,0,0,NA,205191,1
"342",313123,1973-12-08,1,148896,148190,0,0,NA,390975,1
"343",313168,1973-12-29,1,NA,NA,0,0,NA,198576,2
"344",313346,1974-01-01,1,NA,NA,0,0,NA,316986,2
"345",313723,1974-01-14,2,120955,137579,0,0,NA,31164,1
"346",313896,1974-02-24,1,NA,NA,0,0,NA,169995,3
"347",314528,1974-03-25,2,NA,NA,1,0,1999-06-30,434471,3
"348",316795,1974-07-26,2,NA,NA,1,0,1997-06-30,291713,3
"349",318374,1974-10-24,2,NA,NA,1,0,2001-06-30,49969,3
"350",319658,1975-01-01,1,99171,153102,0,1,NA,14836,1
"351",320643,1975-03-04,2,NA,NA,0,0,NA,169995,3
"352",321378,1975-05-02,2,NA,NA,1,0,1997-06-30,65978,3
"353",321653,1975-05-04,2,NA,NA,0,0,NA,240063,3
"354",321900,1975-06-29,1,NA,NA,0,0,NA,52328,5
"355",322013,1975-06-05,2,NA,NA,1,0,2001-06-30,73024,3
"356",322205,1975-06-08,2,NA,NA,1,0,1997-06-30,168677,4
"357",322485,1975-07-07,1,NA,NA,0,0,NA,392774,3
"358",327103,1976-05-17,1,122848,139102,0,0,NA,198028,1
"359",329719,1976-10-13,1,61347,136036,0,0,NA,111411,1
"360",329737,1976-10-03,1,NA,NA,0,0,NA,353608,3
"361",330019,1976-11-15,2,NA,NA,1,0,1999-06-30,313539,3
"362",330029,1976-11-21,2,NA,143774,0,0,NA,87839,1
"363",330577,1976-12-19,2,NA,NA,0,0,NA,415374,2
"364",331337,1977-01-13,1,103969,158385,0,0,NA,285055,1
"365",331500,1977-02-27,2,120955,137579,0,0,NA,31164,1
"366",333367,1977-06-01,2,NA,134250,0,0,NA,239549,1
"367",335269,1977-09-22,2,NA,NA,1,0,1999-06-30,143037,4
"368",336353,1977-12-09,2,NA,NA,0,0,2000-06-30,14836,5
"369",336452,1977-12-13,1,NA,212520,0,0,NA,368383,1
"370",337531,1978-03-26,1,NA,186835,0,0,NA,89079,1
"371",338569,1978-05-01,2,NA,NA,0,0,NA,124456,2
"372",339455,1978-07-09,2,NA,NA,0,0,NA,107421,5
"373",340419,1978-09-16,2,NA,NA,1,0,2000-06-30,324152,3
"374",341745,1978-12-13,2,NA,NA,1,0,2000-06-30,52328,3
"375",343012,1979-03-12,2,103969,158385,0,0,NA,285055,1
"376",345069,1979-07-25,2,NA,NA,0,0,NA,38905,2
"377",349116,1980-04-19,1,111786,214963,0,0,NA,361287,1
"378",351108,1980-08-15,2,NA,NA,0,0,NA,353608,3
"379",353230,1981-01-28,2,160521,155462,0,0,NA,12396,1
"380",355408,1981-06-17,2,136644,180417,0,0,NA,140712,1
"381",358225,1981-12-22,1,111786,214963,0,0,NA,361287,1
"382",359683,1982-04-07,2,217393,225298,0,0,NA,340152,1
"383",359966,1982-04-02,2,NA,NA,0,0,NA,392774,3
"384",361476,1982-08-01,2,NA,NA,1,0,2001-06-30,188265,4
"385",362772,1982-11-26,2,198072,260807,0,0,NA,278091,1
"386",365677,1983-07-11,2,217393,225298,0,0,NA,340152,1
"387",365678,1983-07-28,2,217393,225298,0,0,NA,340152,1
"388",367369,1983-11-04,1,130308,185021,0,0,NA,417679,1
"389",367783,1983-12-13,2,199323,211817,0,0,NA,322232,1
"390",369786,1984-05-26,1,185053,201597,0,0,NA,441059,1
"391",373708,1985-03-06,2,163245,227050,0,0,NA,168261,1
"392",374792,1985-06-26,2,NA,211900,0,0,NA,182903,1
"393",374966,1985-06-18,2,198072,260807,0,0,NA,278091,1
"394",377440,1986-01-29,2,162884,178956,0,0,NA,113045,1
"395",378221,1986-03-28,2,NA,134250,0,0,NA,239549,1
"396",378326,1986-03-06,2,103969,158385,0,0,NA,285055,1
"397",379432,1986-06-16,1,236410,264824,0,0,NA,33715,1
"398",379832,1986-07-21,2,199323,211817,0,0,NA,322232,1
"399",381831,1986-12-29,1,136644,180417,0,0,NA,140712,1
"400",382636,1987-02-17,1,185053,201597,0,0,NA,441059,1
"401",383228,1987-04-16,2,198072,260807,0,0,NA,278091,1
"402",383674,1987-05-29,2,NA,186835,0,0,NA,89079,1
"403",384836,1987-08-01,2,NA,172180,0,0,NA,330313,1
"404",386178,1987-11-08,2,NA,211900,0,0,NA,182903,1
"405",387668,1988-03-12,2,211543,223776,0,0,NA,255311,1
"406",388048,1988-04-04,1,229842,227184,0,0,NA,337772,1
"407",389446,1988-08-26,2,232538,239516,0,0,NA,157053,1
"408",389884,1988-09-07,2,NA,172180,0,0,NA,330313,1
"409",391648,1989-01-24,2,187558,179068,0,0,NA,120116,1
"410",393274,1989-06-17,2,162884,178956,0,0,NA,113045,1
"411",393383,1989-06-30,2,NA,267361,0,0,NA,222457,1
"412",393680,1989-07-09,1,236410,264824,0,0,NA,33715,1
"413",393996,1989-08-27,2,198072,260807,0,0,NA,278091,1
"414",394516,1989-09-16,1,NA,299791,0,0,NA,168033,1
